time,AvgResponseTime,nrOfInstances,AvgMemory,AvgCPU,numebrOfRequest,Latency
2020-06-30 12:05:17.415,0.0,8.0,,,,
2020-06-30 12:05:22.002,,,,18.11503262432339,,
2020-06-30 12:05:22.461,0.0,8.0,,,,
2020-06-30 12:05:26.998,,,,14.93750880392992,,
2020-06-30 12:05:27.400,0.0,8.0,,,,
2020-06-30 12:05:31.998,,,,14.51181314301904,,
2020-06-30 12:05:32.443,0.0,8.0,,,,
2020-06-30 12:05:36.998,,,,12.94245635320785,,
2020-06-30 12:05:37.419,0.0,8.0,,,,
2020-06-30 12:05:39.622,,,,,1.0,5296.0
2020-06-30 12:05:41.298,,,38.83427391832016,,,
2020-06-30 12:05:41.998,,,,12.76139088442339,,
2020-06-30 12:05:42.398,395.5,8.0,,,,
2020-06-30 12:05:46.998,,,,8.49714484737981,,
2020-06-30 12:05:47.398,395.5,8.0,,,,
2020-06-30 12:05:51.998,,,,10.975859996480553,,
2020-06-30 12:05:52.398,395.5,8.0,,,,
2020-06-30 12:05:56.998,,,,11.29397753706542,,
2020-06-30 12:05:57.398,395.5,8.0,,,,
2020-06-30 12:06:01.998,,,,10.53648597062308,,
2020-06-30 12:06:02.398,395.5,8.0,,,,
2020-06-30 12:06:16.998,,,,10.29452534051073,,
2020-06-30 12:06:17.398,414.0,8.0,,,,
2020-06-30 12:06:17.975,,,,,1.0,4571.0
2020-06-30 12:06:21.998,,,,7.345337313573379,,
2020-06-30 12:06:22.398,414.0,8.0,,,,
2020-06-30 12:06:26.998,,,,7.453037280094358,,
2020-06-30 12:06:27.428,414.0,8.0,,,,
2020-06-30 12:06:31.998,,,,9.92143537059893,,
2020-06-30 12:06:32.398,414.0,8.0,,,,
2020-06-30 12:06:36.998,,,,10.27354379720388,,
2020-06-30 12:06:37.398,414.0,8.0,,,,
2020-06-30 12:06:41.298,,,39.99295518724605,,,
2020-06-30 12:06:41.998,,,,9.88953443950226,,
2020-06-30 12:06:42.443,382.0,8.0,,,,
2020-06-30 12:06:46.998,,,,9.974786715092119,,
2020-06-30 12:06:47.509,382.0,8.0,,,,
2020-06-30 12:06:51.998,,,,9.621159167668713,,
2020-06-30 12:06:52.454,382.0,8.0,,,,
2020-06-30 12:06:55.587,,,,,1.0,4896.0
2020-06-30 12:06:55.838,,,,,1.0,4467.0
2020-06-30 12:06:56.317,,,,,1.0,17.0
2020-06-30 12:06:56.998,,,,7.160066271486249,,
2020-06-30 12:06:57.401,382.0,8.0,,,,
2020-06-30 12:07:01.998,,,,6.780750003469873,,
2020-06-30 12:07:02.401,382.0,8.0,,,,
2020-06-30 12:07:16.998,,,,11.545178939332647,,
2020-06-30 12:07:18.101,281.0,8.0,,,,
2020-06-30 12:07:21.998,,,,10.886002612277998,,
2020-06-30 12:07:22.398,281.0,8.0,,,,
2020-06-30 12:07:26.998,,,,11.74820729845576,,
2020-06-30 12:07:27.398,281.0,8.0,,,,
2020-06-30 12:07:31.998,,,,11.30048803667308,,
2020-06-30 12:07:32.398,281.0,8.0,,,,
2020-06-30 12:07:33.413,,,,,1.0,4668.0
2020-06-30 12:07:36.998,,,,11.85214700713987,,
2020-06-30 12:07:37.398,419.5,8.0,,,,
2020-06-30 12:07:41.298,,,40.75962388586566,,,
2020-06-30 12:07:41.998,,,,12.58236990463841,,
2020-06-30 12:07:42.398,0.0,8.0,,,,
2020-06-30 12:07:46.998,,,,8.47664279606708,,
2020-06-30 12:07:47.398,0.0,8.0,,,,
2020-06-30 12:07:51.998,,,,8.14336766502869,,
2020-06-30 12:07:52.398,0.0,8.0,,,,
2020-06-30 12:07:56.998,,,,7.757923038953201,,
2020-06-30 12:07:57.398,0.0,8.0,,,,
2020-06-30 12:08:01.998,,,,7.846382034006747,,
2020-06-30 12:08:02.398,0.0,8.0,,,,
2020-06-30 12:08:11.091,,,,,1.0,79.0
2020-06-30 12:08:11.685,,,,,1.0,93.0
2020-06-30 12:08:12.426,,,,,1.0,81.0
2020-06-30 12:08:16.998,,,,6.596758293745879,,
2020-06-30 12:08:17.398,392.0,8.0,,,,
2020-06-30 12:08:21.998,,,,6.753652443063389,,
2020-06-30 12:08:22.697,392.0,8.0,,,,
2020-06-30 12:08:26.998,,,,6.7616374086697135,,
2020-06-30 12:08:27.403,392.0,8.0,,,,
2020-06-30 12:08:31.998,,,,6.583860780959902,,
2020-06-30 12:08:32.398,392.0,8.0,,,,
2020-06-30 12:08:37.007,,,,6.96834818744404,,
2020-06-30 12:08:37.451,109.5,8.0,,,,
2020-06-30 12:08:41.298,,,41.300252270680815,,,
2020-06-30 12:08:41.998,,,,6.811105552896319,,
2020-06-30 12:08:42.398,15.33333333333333,8.0,,,,
2020-06-30 12:08:45.571,,,,,1.0,79.0
2020-06-30 12:08:46.559,,,,,1.0,91.0
2020-06-30 12:08:46.998,,,,6.895720686873207,,
2020-06-30 12:08:47.449,15.33333333333333,8.0,,,,
2020-06-30 12:08:47.467,,,,,1.0,81.0
2020-06-30 12:08:51.998,,,,6.849636359773197,,
2020-06-30 12:08:52.400,15.33333333333333,8.0,,,,
2020-06-30 12:08:56.998,,,,7.299260945070912,,
2020-06-30 12:08:57.405,15.33333333333333,8.0,,,,
2020-06-30 12:09:01.998,,,,6.968273627787773,,
2020-06-30 12:09:02.400,15.33333333333333,8.0,,,,
2020-06-30 12:09:16.998,,,,6.967301193582848,,
2020-06-30 12:09:17.398,15.33333333333333,8.0,,,,
2020-06-30 12:09:20.542,,,,,1.0,18.0
