time,AvgResponseTime,nrOfInstances,AvgMemory,AvgCPU,numebrOfRequest,Latency
2020-06-30 14:58:44.863,,,,1.007262316556093,,
2020-06-30 14:58:54.487,,,,,1.0,82.0
2020-06-30 14:58:54.772,,,,,1.0,19.0
2020-06-30 14:58:54.864,,,,1.007346110251992,,
2020-06-30 14:58:55.083,,,,,1.0,35.0
2020-06-30 14:58:56.862,0.0,5.0,,,,
2020-06-30 14:58:59.864,,,,0.0752509034132522,,
2020-06-30 14:59:01.792,16.0,5.0,,,,
2020-06-30 14:59:04.263,,,22.028223924335162,,,
2020-06-30 14:59:04.863,,,,0.9867787424327192,,
2020-06-30 14:59:06.763,16.0,5.0,,,,
2020-06-30 14:59:09.865,,,,1.0535371967474572,,
2020-06-30 14:59:14.863,,,,1.0535371967474572,,
2020-06-30 14:59:16.763,16.0,5.0,,,,
2020-06-30 14:59:19.863,,,,1.0367700614058228,,
2020-06-30 14:59:21.763,16.0,5.0,,,,
2020-06-30 14:59:24.863,,,,1.0367700614058228,,
2020-06-30 14:59:26.763,16.0,5.0,,,,
2020-06-30 14:59:28.141,,,,,1.0,4002.0
2020-06-30 14:59:28.504,,,,,1.0,12.0
2020-06-30 14:59:28.779,,,,,1.0,3412.0
2020-06-30 14:59:29.863,,,,5.611245840230389,,
2020-06-30 14:59:31.763,0.0,5.0,,,,
2020-06-30 14:59:34.263,,,21.51472098936423,,,
2020-06-30 14:59:34.863,,,,5.7907610693272815,,
2020-06-30 14:59:36.763,0.0,5.0,,,,
2020-06-30 14:59:39.863,,,,11.61466734992192,,
2020-06-30 14:59:41.763,0.0,5.0,,,,
2020-06-30 14:59:44.863,,,,10.59348117605197,,
2020-06-30 14:59:56.763,281.0,5.0,,,,
2020-06-30 14:59:59.863,,,,7.460715306925618,,
2020-06-30 15:00:01.763,188.66666666666669,5.0,,,,
2020-06-30 15:00:04.263,,,21.57269226797328,,,
2020-06-30 15:00:04.863,,,,7.761613748221213,,
2020-06-30 15:00:05.138,,,,,1.0,3880.0
2020-06-30 15:00:05.140,,,,,1.0,3309.0
2020-06-30 15:00:05.147,,,,,1.0,99.0
2020-06-30 15:00:05.148,,,,,1.0,34.0
2020-06-30 15:00:06.763,188.66666666666669,5.0,,,,
2020-06-30 15:00:09.863,,,,4.046354298136697,,
2020-06-30 15:00:11.763,188.66666666666669,5.0,,,,
2020-06-30 15:00:14.863,,,,4.420670181365142,,
2020-06-30 15:00:16.763,147.25,5.0,,,,
2020-06-30 15:00:19.863,,,,7.305582204015624,,
2020-06-30 15:00:21.763,139.25,5.0,,,,
2020-06-30 15:00:24.863,,,,7.332513789128902,,
2020-06-30 15:00:26.763,184.3333333333333,5.0,,,,
2020-06-30 15:00:29.863,,,,7.122246010466991,,
2020-06-30 15:00:31.763,141.5,5.0,,,,
2020-06-30 15:00:34.263,,,21.987957039242893,,,
2020-06-30 15:00:34.863,,,,6.582269308147813,,
2020-06-30 15:00:36.763,141.5,5.0,,,,
2020-06-30 15:00:39.863,,,,6.497878472160072,,
2020-06-30 15:00:41.763,141.5,5.0,,,,
2020-06-30 15:00:42.060,,,,,1.0,54.0
2020-06-30 15:00:42.379,,,,,1.0,47.0
2020-06-30 15:00:42.887,,,,,1.0,43.0
2020-06-30 15:00:43.243,,,,,1.0,31.0
2020-06-30 15:00:43.697,,,,,1.0,16.0
2020-06-30 15:00:44.863,,,,6.100077232358887,,
2020-06-30 15:00:56.763,11.0,5.0,,,,
2020-06-30 15:00:59.863,,,,2.991536552835543,,
2020-06-30 15:01:01.763,9.33333333333333,5.0,,,,
2020-06-30 15:01:04.263,,,22.1670597966363,,,
2020-06-30 15:01:04.863,,,,3.0182231993466635,,
2020-06-30 15:01:06.763,9.33333333333333,5.0,,,,
2020-06-30 15:01:09.863,,,,3.236846747379862,,
2020-06-30 15:01:11.763,9.33333333333333,5.0,,,,
2020-06-30 15:01:14.863,,,,2.9944237243998666,,
2020-06-30 15:01:16.630,,,,,1.0,37.0
2020-06-30 15:01:16.763,7.666666666666668,5.0,,,,
2020-06-30 15:01:17.739,,,,,1.0,31.0
2020-06-30 15:01:19.863,,,,2.88723845774459,,
2020-06-30 15:01:21.763,7.666666666666668,5.0,,,,
2020-06-30 15:01:24.863,,,,2.9915194178548563,,
2020-06-30 15:01:26.763,8.5,5.0,,,,
2020-06-30 15:01:29.863,,,,2.2076985223269494,,
2020-06-30 15:01:31.763,8.5,5.0,,,,
2020-06-30 15:01:34.263,,,22.28491763550107,,,
2020-06-30 15:01:34.863,,,,2.315316161252727,,
2020-06-30 15:01:36.763,8.5,5.0,,,,
2020-06-30 15:01:39.863,,,,1.7571666969038993,,
2020-06-30 15:01:41.763,8.5,5.0,,,,
2020-06-30 15:01:44.863,,,,1.872793231391485,,
2020-06-30 15:01:50.758,,,,,1.0,3008.0
2020-06-30 15:01:50.789,,,,,1.0,53.0
2020-06-30 15:01:50.815,,,,,1.0,36.0
2020-06-30 15:01:56.763,5.5,5.0,,,,
2020-06-30 15:01:59.863,,,,0.7375582822250809,,
2020-06-30 15:02:01.763,11.0,5.0,,,,
2020-06-30 15:02:04.263,,,22.174147464537448,,,
2020-06-30 15:02:04.863,,,,0.7375582822250809,,
2020-06-30 15:02:06.763,11.0,5.0,,,,
2020-06-30 15:02:09.863,,,,0.7709333280938171,,
2020-06-30 15:02:11.763,11.0,5.0,,,,
2020-06-30 15:02:14.863,,,,0.7709333280938171,,
2020-06-30 15:02:16.763,17.5,5.0,,,,
2020-06-30 15:02:19.863,,,,0.770916602939285,,
2020-06-30 15:02:21.763,17.5,5.0,,,,
2020-06-30 15:02:24.863,,,,0.770916602939285,,
2020-06-30 15:02:26.742,,,,,1.0,18.0
2020-06-30 15:02:26.764,13.0,5.0,,,,
2020-06-30 15:02:29.863,,,,0.2335335586337652,,
2020-06-30 15:02:31.763,13.0,5.0,,,,
2020-06-30 15:02:34.263,,,22.18669084715609,,,
2020-06-30 15:02:34.863,,,,0.2335335586337652,,
2020-06-30 15:02:36.763,13.0,5.0,,,,
2020-06-30 15:02:39.863,,,,0.3500418209439387,,
2020-06-30 15:02:41.763,13.0,5.0,,,,
2020-06-30 15:02:44.863,,,,0.3500418209439387,,
2020-06-30 15:02:56.763,0.0,5.0,,,,
2020-06-30 15:02:59.765,,,,,1.0,15.0
2020-06-30 15:02:59.863,,,,1.07070357558179,,
2020-06-30 15:03:01.763,6.0,5.0,,,,
2020-06-30 15:03:04.263,,,22.180246766425967,,,
2020-06-30 15:03:04.863,,,,1.07070357558179,,
2020-06-30 15:03:06.763,6.0,4.0,,,,
2020-06-30 15:03:09.863,,,,0.9541702506526628,,
2020-06-30 15:03:11.763,6.0,4.0,,,,
2020-06-30 15:03:14.863,,,,0.9541702506526628,,
2020-06-30 15:03:16.763,6.0,4.0,,,,
2020-06-30 15:03:19.863,,,,0.8874702841530969,,
2020-06-30 15:03:21.763,6.0,4.0,,,,
2020-06-30 15:03:24.863,,,,0.8874702841530969,,
2020-06-30 15:03:26.763,0.0,4.0,,,,
2020-06-30 15:03:29.863,,,,0.788739856194665,,
2020-06-30 15:03:31.763,5.0,4.0,,,,
2020-06-30 15:03:32.801,,,,,1.0,23.0
2020-06-30 15:03:34.263,,,22.17246461542958,,,
2020-06-30 15:03:34.863,,,,0.788739856194665,,
2020-06-30 15:03:36.763,5.0,4.0,,,,
2020-06-30 15:03:39.863,,,,0.8389404327110308,,
2020-06-30 15:03:41.763,5.0,4.0,,,,
2020-06-30 15:03:44.863,,,,0.8389404327110308,,
2020-06-30 15:03:56.763,0.0,4.0,,,,
2020-06-30 15:03:59.863,,,,0.875013621009044,,
2020-06-30 15:04:01.763,8.0,4.0,,,,
2020-06-30 15:04:04.263,,,22.171479533024968,,,
2020-06-30 15:04:04.863,,,,0.875013621009044,,
2020-06-30 15:04:05.727,,,,,1.0,15.0
2020-06-30 15:04:05.809,,,,,1.0,15.0
2020-06-30 15:04:05.837,,,,,1.0,15.0
2020-06-30 15:04:06.763,8.0,3.0,,,,
2020-06-30 15:04:09.863,,,,0.858305183247975,,
2020-06-30 15:04:11.763,8.0,3.0,,,,
2020-06-30 15:04:14.863,,,,0.858305183247975,,
2020-06-30 15:04:16.763,8.0,3.0,,,,
2020-06-30 15:04:19.863,,,,0.85825498263377,,
2020-06-30 15:04:21.763,8.0,3.0,,,,
2020-06-30 15:04:24.863,,,,0.85825498263377,,
2020-06-30 15:04:26.763,0.0,3.0,,,,
2020-06-30 15:04:29.863,,,,0.905299905064352,,
2020-06-30 15:04:31.763,5.0,3.0,,,,
2020-06-30 15:04:34.263,,,22.16633247746089,,,
2020-06-30 15:04:34.863,,,,0.905299905064352,,
2020-06-30 15:04:36.763,5.0,3.0,,,,
2020-06-30 15:04:38.814,,,,,1.0,33.0
2020-06-30 15:04:39.147,,,,,1.0,21.0
2020-06-30 15:04:39.527,,,,,1.0,18.0
2020-06-30 15:04:39.863,,,,0.8551411247050079,,
2020-06-30 15:04:41.763,5.0,3.0,,,,
2020-06-30 15:04:44.863,,,,0.8551411247050079,,
2020-06-30 15:04:56.763,0.0,3.0,,,,
2020-06-30 15:04:59.863,,,,0.804155789575095,,
2020-06-30 15:05:01.763,6.0,3.0,,,,
2020-06-30 15:05:04.263,,,22.158730924905356,,,
2020-06-30 15:05:04.863,,,,0.804155789575095,,
2020-06-30 15:05:06.763,6.0,1.0,,,,
2020-06-30 15:05:09.863,,,,1.1561585716936391,,
2020-06-30 15:05:11.763,6.0,1.0,,,,
2020-06-30 15:05:12.454,,,,,1.0,24.0
2020-06-30 15:05:14.066,,,,,1.0,24.0
2020-06-30 15:05:14.863,,,,0.820922832483155,,
2020-06-30 15:05:16.763,6.0,1.0,,,,
2020-06-30 15:05:19.863,,,,0.871081612842499,,
2020-06-30 15:05:21.763,6.0,1.0,,,,
2020-06-30 15:05:24.863,,,,0.871081612842499,,
2020-06-30 15:05:26.763,0.0,1.0,,,,
2020-06-30 15:05:29.863,,,,0.936502474579881,,
2020-06-30 15:05:31.763,7.0,1.0,,,,
2020-06-30 15:05:34.263,,,22.155907022012162,,,
2020-06-30 15:05:34.863,,,,0.936502474579881,,
2020-06-30 15:05:36.763,7.0,1.0,,,,
2020-06-30 15:05:39.863,,,,0.9698942120311652,,
2020-06-30 15:05:41.763,7.0,1.0,,,,
2020-06-30 15:05:44.863,,,,0.9698942120311652,,
2020-06-30 15:05:47.066,,,,,1.0,29.0
2020-06-30 15:05:47.559,,,,,1.0,15.0
2020-06-30 15:05:47.959,,,,,1.0,15.0
2020-06-30 15:05:48.411,,,,,1.0,18.0
2020-06-30 15:05:48.771,,,,,1.0,19.0
2020-06-30 15:05:56.763,0.0,1.0,,,,
2020-06-30 15:05:59.863,,,,0.9863518475233158,,
2020-06-30 15:06:01.763,5.0,1.0,,,,
2020-06-30 15:06:04.263,,,22.157581662099986,,,
2020-06-30 15:06:04.863,,,,0.9863518475233158,,
2020-06-30 15:06:06.763,5.0,1.0,,,,
2020-06-30 15:06:09.863,,,,0.919518096479039,,
2020-06-30 15:06:11.763,5.0,1.0,,,,
2020-06-30 15:06:14.863,,,,0.919518096479039,,
2020-06-30 15:06:16.763,5.0,1.0,,,,
2020-06-30 15:06:19.863,,,,0.819501505058851,,
2020-06-30 15:06:21.763,5.0,1.0,,,,
2020-06-30 15:06:21.805,,,,,1.0,28.0
2020-06-30 15:06:24.863,,,,0.819501505058851,,
2020-06-30 15:06:26.763,0.0,1.0,,,,
2020-06-30 15:06:29.863,,,,0.719494519431108,,
2020-06-30 15:06:31.763,9.0,1.0,,,,
2020-06-30 15:06:34.263,,,22.159231675127696,,,
2020-06-30 15:06:34.863,,,,0.719494519431108,,
2020-06-30 15:06:36.763,9.0,1.0,,,,
2020-06-30 15:06:39.863,,,,0.752861194339042,,
2020-06-30 15:06:41.763,9.0,1.0,,,,
2020-06-30 15:06:44.863,,,,0.752861194339042,,
2020-06-30 15:06:54.829,,,,,1.0,25.0
2020-06-30 15:06:55.338,,,,,1.0,13.0
2020-06-30 15:06:56.763,0.0,1.0,,,,
2020-06-30 15:06:59.863,,,,0.8200564701061299,,
2020-06-30 15:07:01.763,5.0,1.0,,,,
2020-06-30 15:07:04.263,,,22.160947360315717,,,
2020-06-30 15:07:04.863,,,,0.8200564701061299,,
2020-06-30 15:07:06.763,5.0,1.0,,,,
2020-06-30 15:07:09.863,,,,0.820031407487177,,
2020-06-30 15:07:11.763,5.0,1.0,,,,
2020-06-30 15:07:14.864,,,,0.820031407487177,,
2020-06-30 15:07:16.763,5.0,1.0,,,,
2020-06-30 15:07:19.863,,,,1.15493444222726,,
2020-06-30 15:07:21.763,5.0,1.0,,,,
2020-06-30 15:07:24.863,,,,0.803356428418708,,
2020-06-30 15:07:26.765,0.0,1.0,,,,
2020-06-30 15:07:28.409,,,,,1.0,19.0
2020-06-30 15:07:29.317,,,,,1.0,21.0
2020-06-30 15:07:29.864,,,,0.1001502504508516,,
2020-06-30 15:07:31.765,0.0,1.0,,,,
2020-06-30 15:07:34.263,,,22.16551978447711,,,
2020-06-30 15:07:35.441,,,,0.1001502504508516,,
2020-06-30 15:07:36.763,0.0,1.0,,,,
2020-06-30 15:07:39.863,,,,0.083500334001336,,
2020-06-30 15:07:41.763,0.0,1.0,,,,
2020-06-30 15:07:44.863,,,,0.083500334001336,,
2020-06-30 15:07:56.763,0.0,1.0,,,,
2020-06-30 15:07:59.863,,,,0.8209480801724109,,
2020-06-30 15:08:01.763,8.0,1.0,,,,
2020-06-30 15:08:02.365,,,,,1.0,52.0
2020-06-30 15:08:02.824,,,,,1.0,21.0
2020-06-30 15:08:04.263,,,22.17154520518527,,,
2020-06-30 15:08:04.863,,,,0.8209480801724109,,
2020-06-30 15:08:06.763,8.0,2.0,,,,
2020-06-30 15:08:09.863,,,,0.8544152150439599,,
2020-06-30 15:08:11.763,8.0,2.0,,,,
2020-06-30 15:08:14.863,,,,0.8544152150439599,,
2020-06-30 15:08:16.763,8.0,2.0,,,,
2020-06-30 15:08:19.863,,,,0.871090194112429,,
2020-06-30 15:08:21.763,8.0,2.0,,,,
2020-06-30 15:08:24.863,,,,0.871090194112429,,
2020-06-30 15:08:26.763,0.0,2.0,,,,
2020-06-30 15:08:29.863,,,,0.8364872271919571,,
2020-06-30 15:08:31.763,7.0,2.0,,,,
2020-06-30 15:08:34.263,,,22.186288605174216,,,
2020-06-30 15:08:35.021,,,,0.8364872271919571,,
2020-06-30 15:08:35.854,,,,,1.0,5545.0
2020-06-30 15:08:36.118,,,,,1.0,14.0
2020-06-30 15:08:36.422,,,,,1.0,4973.0
2020-06-30 15:08:36.585,,,,,1.0,24.0
2020-06-30 15:08:36.763,7.0,2.0,,,,
2020-06-30 15:08:39.863,,,,1.957705634757357,,
2020-06-30 15:08:41.763,7.0,2.0,,,,
2020-06-30 15:08:44.863,,,,1.957705634757357,,
2020-06-30 15:08:56.763,327.0,2.0,,,,
2020-06-30 15:08:59.863,,,,2.491056852882143,,
2020-06-30 15:09:01.763,171.0,2.0,,,,
2020-06-30 15:09:04.263,,,22.259900940113397,,,
2020-06-30 15:09:04.863,,,,2.491056852882143,,
2020-06-30 15:09:06.763,171.0,2.0,,,,
2020-06-30 15:09:09.869,,,,2.363752271898376,,
2020-06-30 15:09:11.763,171.0,2.0,,,,
2020-06-30 15:09:14.424,,,,,1.0,25.0
2020-06-30 15:09:14.863,,,,2.363752271898376,,
2020-06-30 15:09:15.327,,,,,1.0,14.0
2020-06-30 15:09:16.763,171.0,2.0,,,,
2020-06-30 15:09:19.863,,,,2.5531310387634485,,
2020-06-30 15:09:21.763,116.0,2.0,,,,
2020-06-30 15:09:24.863,,,,2.5531310387634485,,
2020-06-30 15:09:26.763,6.0,2.0,,,,
2020-06-30 15:09:29.863,,,,2.801156018232198,,
2020-06-30 15:09:31.763,5.0,2.0,,,,
2020-06-30 15:09:34.263,,,22.43431593661389,,,
2020-06-30 15:09:34.863,,,,2.801156018232198,,
2020-06-30 15:09:36.763,5.0,2.0,,,,
2020-06-30 15:09:39.863,,,,2.6117737754317947,,
2020-06-30 15:09:41.763,5.0,2.0,,,,
2020-06-30 15:09:44.863,,,,2.6117737754317947,,
2020-06-30 15:09:48.404,,,,,1.0,33.0
2020-06-30 15:09:48.591,,,,,1.0,18.0
2020-06-30 15:09:48.700,,,,,1.0,31.0
2020-06-30 15:09:48.861,,,,,1.0,22.0
2020-06-30 15:09:48.901,,,,,1.0,17.0
2020-06-30 15:09:49.202,,,,,1.0,22.0
2020-06-30 15:09:56.763,0.0,2.0,,,,
2020-06-30 15:09:59.863,,,,2.79694376068144,,
2020-06-30 15:10:01.763,7.0,2.0,,,,
2020-06-30 15:10:04.263,,,22.605363182643643,,,
2020-06-30 15:10:04.863,,,,2.8103422471436708,,
2020-06-30 15:10:06.763,7.0,2.0,,,,
2020-06-30 15:10:09.863,,,,2.834168021048293,,
2020-06-30 15:10:11.763,7.0,2.0,,,,
2020-06-30 15:10:14.863,,,,2.834168021048293,,
2020-06-30 15:10:16.763,7.0,2.0,,,,
2020-06-30 15:10:19.863,,,,2.8110216747546835,,
2020-06-30 15:10:21.763,6.0,2.0,,,,
2020-06-30 15:10:22.168,,,,,1.0,32.0
2020-06-30 15:10:22.567,,,,,1.0,17.0
2020-06-30 15:10:22.947,,,,,1.0,18.0
2020-06-30 15:10:24.863,,,,2.8110216747546835,,
2020-06-30 15:10:26.763,5.0,2.0,,,,
2020-06-30 15:10:29.863,,,,2.57038458904056,,
2020-06-30 15:10:31.763,5.5,2.0,,,,
2020-06-30 15:10:34.263,,,22.78561684464643,,,
2020-06-30 15:10:34.863,,,,2.57038458904056,,
2020-06-30 15:10:36.763,5.5,2.0,,,,
2020-06-30 15:10:39.863,,,,2.5111005852736983,,
2020-06-30 15:10:41.763,5.5,2.0,,,,
2020-06-30 15:10:44.863,,,,2.5111005852736983,,
2020-06-30 15:10:55.951,,,,,1.0,23.0
2020-06-30 15:10:56.542,,,,,1.0,42.0
2020-06-30 15:10:56.763,6.0,2.0,,,,
2020-06-30 15:10:57.362,,,,,1.0,29.0
2020-06-30 15:10:59.863,,,,2.486228843255778,,
2020-06-30 15:11:01.763,7.0,2.0,,,,
2020-06-30 15:11:04.263,,,23.04177521043412,,,
2020-06-30 15:11:04.863,,,,2.486228843255778,,
2020-06-30 15:11:06.763,7.0,2.0,,,,
2020-06-30 15:11:09.863,,,,2.528508845479315,,
2020-06-30 15:11:11.763,7.0,2.0,,,,
2020-06-30 15:11:14.863,,,,2.528508845479315,,
2020-06-30 15:11:16.763,7.0,2.0,,,,
2020-06-30 15:11:19.863,,,,2.554651213972965,,
2020-06-30 15:11:21.763,13.0,2.0,,,,
2020-06-30 15:11:24.864,,,,2.554651213972965,,
2020-06-30 15:11:26.763,18.0,2.0,,,,
2020-06-30 15:11:29.863,,,,2.5403318425405867,,
2020-06-30 15:11:31.763,15.0,2.0,,,,
2020-06-30 15:11:33.201,,,,,1.0,60.0
2020-06-30 15:11:34.263,,,23.11584930275046,,,
2020-06-30 15:11:34.334,,,,,1.0,16.0
2020-06-30 15:11:34.863,,,,2.5403318425405867,,
2020-06-30 15:11:35.522,,,,,1.0,16.0
2020-06-30 15:11:36.763,15.0,2.0,,,,
2020-06-30 15:11:36.795,,,,,1.0,14.0
2020-06-30 15:11:38.123,,,,,1.0,17.0
2020-06-30 15:11:39.409,,,,,1.0,21.0
2020-06-30 15:11:39.863,,,,2.564545114237885,,
2020-06-30 15:11:40.757,,,,,1.0,43.0
2020-06-30 15:11:41.763,15.0,2.0,,,,
2020-06-30 15:11:44.863,,,,2.564545114237885,,
2020-06-30 15:11:56.763,20.0,2.0,,,,
2020-06-30 15:11:59.863,,,,2.4563622195175907,,
2020-06-30 15:12:01.763,16.0,2.0,,,,
2020-06-30 15:12:04.263,,,23.24693914374339,,,
2020-06-30 15:12:04.863,,,,2.4563622195175907,,
2020-06-30 15:12:06.763,16.0,2.0,,,,
2020-06-30 15:12:09.863,,,,2.394059278249087,,
2020-06-30 15:12:11.763,16.0,2.0,,,,
2020-06-30 15:12:13.905,,,,,1.0,27.0
2020-06-30 15:12:14.863,,,,2.394059278249087,,
2020-06-30 15:12:16.763,16.0,2.0,,,,
2020-06-30 15:12:19.863,,,,2.442541668381444,,
2020-06-30 15:12:21.763,4.0,2.0,,,,
2020-06-30 15:12:24.863,,,,2.442541668381444,,
2020-06-30 15:12:26.763,0.0,2.0,,,,
2020-06-30 15:12:29.863,,,,2.4829434061640687,,
2020-06-30 15:12:31.763,15.0,2.0,,,,
2020-06-30 15:12:34.263,,,23.410758347629343,,,
2020-06-30 15:12:34.863,,,,2.4829434061640687,,
2020-06-30 15:12:36.763,15.0,2.0,,,,
2020-06-30 15:12:39.863,,,,2.513570033323024,,
2020-06-30 15:12:41.763,15.0,2.0,,,,
2020-06-30 15:12:44.863,,,,2.513570033323024,,
2020-06-30 15:12:46.907,,,,,1.0,19.0
2020-06-30 15:12:47.463,,,,,1.0,19.0
2020-06-30 15:12:47.937,,,,,1.0,27.0
2020-06-30 15:12:48.715,,,,,1.0,21.0
2020-06-30 15:12:49.200,,,,,1.0,24.0
2020-06-30 15:12:49.767,,,,,1.0,20.0
2020-06-30 15:12:50.400,,,,,1.0,19.0
2020-06-30 15:12:56.763,6.0,2.0,,,,
2020-06-30 15:12:59.863,,,,2.649491204481145,,
2020-06-30 15:13:01.763,7.0,2.0,,,,
2020-06-30 15:13:04.263,,,23.44538399415124,,,
2020-06-30 15:13:04.863,,,,2.627091094277547,,
2020-06-30 15:13:06.763,7.0,2.0,,,,
2020-06-30 15:13:09.863,,,,2.611326616831272,,
2020-06-30 15:13:11.763,7.0,2.0,,,,
2020-06-30 15:13:14.863,,,,2.611326616831272,,
2020-06-30 15:13:16.763,7.0,2.0,,,,
2020-06-30 15:13:19.863,,,,3.556667387577464,,
2020-06-30 15:13:21.763,7.5,2.0,,,,
2020-06-30 15:13:23.470,,,,,1.0,53.0
2020-06-30 15:13:24.863,,,,2.980581193870888,,
2020-06-30 15:13:26.763,7.0,2.0,,,,
2020-06-30 15:13:29.863,,,,3.1315189252251203,,
2020-06-30 15:13:31.763,24.5,2.0,,,,
2020-06-30 15:13:34.263,,,23.439292901282762,,,
2020-06-30 15:13:34.863,,,,3.0118112712723164,,
2020-06-30 15:13:36.763,24.5,2.0,,,,
2020-06-30 15:13:39.863,,,,3.0190387664764864,,
2020-06-30 15:13:41.763,24.5,2.0,,,,
2020-06-30 15:13:44.863,,,,3.0190387664764864,,
2020-06-30 15:13:56.486,,,,,1.0,84.0
2020-06-30 15:13:56.763,0.0,2.0,,,,
2020-06-30 15:13:57.196,,,,,1.0,15.0
2020-06-30 15:13:58.125,,,,,1.0,16.0
2020-06-30 15:13:58.773,,,,,1.0,17.0
2020-06-30 15:13:59.863,,,,2.080764706084708,,
2020-06-30 15:14:01.763,0.0,2.0,,,,
2020-06-30 15:14:04.263,,,23.415593460431943,,,
2020-06-30 15:14:04.863,,,,2.080764706084708,,
2020-06-30 15:14:06.763,0.0,2.0,,,,
2020-06-30 15:14:09.863,,,,2.1961398243087844,,
2020-06-30 15:14:11.763,0.0,2.0,,,,
2020-06-30 15:14:14.863,,,,2.1961398243087844,,
2020-06-30 15:14:16.763,0.0,2.0,,,,
2020-06-30 15:14:19.863,,,,2.174296304319132,,
2020-06-30 15:14:21.763,5.0,2.0,,,,
2020-06-30 15:14:24.863,,,,2.174296304319132,,
2020-06-30 15:14:26.763,5.0,2.0,,,,
2020-06-30 15:14:29.863,,,,2.532147688694832,,
2020-06-30 15:14:31.741,,,,,1.0,27.0
2020-06-30 15:14:31.763,5.5,2.0,,,,
2020-06-30 15:14:32.804,,,,,1.0,26.0
2020-06-30 15:14:33.852,,,,,1.0,21.0
2020-06-30 15:14:34.263,,,23.39693025337469,,,
2020-06-30 15:14:34.840,,,,,1.0,21.0
2020-06-30 15:14:34.863,,,,2.532147688694832,,
2020-06-30 15:14:35.857,,,,,1.0,20.0
2020-06-30 15:14:36.763,5.5,2.0,,,,
2020-06-30 15:14:36.830,,,,,1.0,22.0
2020-06-30 15:14:37.779,,,,,1.0,24.0
2020-06-30 15:14:39.863,,,,2.596238793101791,,
2020-06-30 15:14:41.763,5.5,2.0,,,,
2020-06-30 15:14:44.863,,,,2.596238793101791,,
2020-06-30 15:14:56.763,7.0,2.0,,,,
2020-06-30 15:14:59.863,,,,2.663753559202545,,
2020-06-30 15:15:01.763,8.0,2.0,,,,
2020-06-30 15:15:04.263,,,23.38829436429431,,,
2020-06-30 15:15:04.863,,,,2.663753559202545,,
2020-06-30 15:15:06.763,8.0,2.0,,,,
2020-06-30 15:15:09.863,,,,2.453116675719687,,
2020-06-30 15:15:10.804,,,,,1.0,17.0
2020-06-30 15:15:11.763,8.0,2.0,,,,
